NT5001	1.1.1.-
NT5001	1.1.1.1
NT5001	1.1.1.100
NT5001	1.1.1.133
NT5001	1.1.1.169
NT5001	1.1.1.193
NT5001	1.1.1.202
NT5001	1.1.1.205
NT5001	1.1.1.22
NT5001	1.1.1.23
NT5001	1.1.1.244
NT5001	1.1.1.267
NT5001	1.1.1.276
NT5001	1.1.1.28
NT5001	1.1.1.282
NT5001	1.1.1.290
NT5001	1.1.1.298
NT5001	1.1.1.3
NT5001	1.1.1.36
NT5001	1.1.1.37
NT5001	1.1.1.381
NT5001	1.1.1.40
NT5001	1.1.1.42
NT5001	1.1.1.44
NT5001	1.1.1.49
NT5001	1.1.1.56
NT5001	1.1.1.57
NT5001	1.1.1.58
NT5001	1.1.1.60
NT5001	1.1.1.69
NT5001	1.1.1.71
NT5001	1.1.1.72
NT5001	1.1.1.77
NT5001	1.1.1.81
NT5001	1.1.1.85
NT5001	1.1.1.86
NT5001	1.1.1.94
NT5001	1.1.1.95
NT5001	1.1.1.M6
NT5001	1.1.2.3
NT5001	1.1.3.15
NT5001	1.11.1.16
NT5001	1.11.1.9
NT5001	1.13.11.15
NT5001	1.14.14.9
NT5001	1.17.1.2
NT5001	1.17.4.1
NT5001	1.17.4.2
NT5001	1.2.1.10
NT5001	1.2.1.11
NT5001	1.2.1.21
NT5001	1.2.1.22
NT5001	1.2.1.25
NT5001	1.2.1.3
NT5001	1.2.1.38
NT5001	1.2.1.41
NT5001	1.2.1.59
NT5001	1.2.1.60
NT5001	1.2.1.72
NT5001	1.2.1.76
NT5001	1.2.1.8
NT5001	1.2.1.88
NT5001	1.2.4.1
NT5001	1.20.4.4
NT5001	1.3.1.1
NT5001	1.3.1.10
NT5001	1.3.1.26
NT5001	1.3.1.44
NT5001	1.3.1.9
NT5001	1.3.1.98
NT5001	1.3.3.1
NT5001	1.3.99.1
NT5001	1.3.99.11
NT5001	1.3.99.2
NT5001	1.3.99.3
NT5001	1.4.1.1
NT5001	1.4.1.13
NT5001	1.4.1.4
NT5001	1.4.3.16
NT5001	1.4.3.2
NT5001	1.4.3.5
NT5001	1.4.4.2
NT5001	1.5.1.12
NT5001	1.5.1.2
NT5001	1.5.1.20
NT5001	1.5.1.3
NT5001	1.5.1.42
NT5001	1.5.1.43
NT5001	1.5.1.5
NT5001	1.5.99
NT5001	1.5.99.8
NT5001	1.6.5.3
NT5001	1.7.1.14
NT5001	1.7.99.1
NT5001	1.7.99.4
NT5001	1.7.99.6
NT5001	1.8.1.2
NT5001	1.8.1.4
NT5001	1.8.1.7
NT5001	1.8.1.9
NT5001	1.8.4.14
NT5001	1.8.4.8
NT5001	2
NT5001	2.1.1.13
NT5001	2.1.1.163
NT5001	2.1.1.45
NT5001	2.1.2.-
NT5001	2.1.2.1
NT5001	2.1.2.10
NT5001	2.1.2.11
NT5001	2.1.2.2
NT5001	2.1.2.3
NT5001	2.1.2.5
NT5001	2.1.3.2
NT5001	2.1.3.3
NT5001	2.2.1.1
NT5001	2.2.1.2
NT5001	2.2.1.6
NT5001	2.2.1.7
NT5001	2.3.1.-
NT5001	2.3.1.1
NT5001	2.3.1.117
NT5001	2.3.1.12
NT5001	2.3.1.129
NT5001	2.3.1.15
NT5001	2.3.1.157
NT5001	2.3.1.179
NT5001	2.3.1.180
NT5001	2.3.1.19
NT5001	2.3.1.191
NT5001	2.3.1.241
NT5001	2.3.1.243
NT5001	2.3.1.30
NT5001	2.3.1.31
NT5001	2.3.1.37
NT5001	2.3.1.41
NT5001	2.3.1.46
NT5001	2.3.1.51
NT5001	2.3.1.54
NT5001	2.3.1.61
NT5001	2.3.1.8
NT5001	2.3.1.85
NT5001	2.3.1.86
NT5001	2.3.1.89
NT5001	2.3.3.13
NT5001	2.3.3.3
NT5001	2.4
NT5001	2.4.1.14
NT5001	2.4.1.15
NT5001	2.4.1.161
NT5001	2.4.1.21
NT5001	2.4.1.227
NT5001	2.4.1.25
NT5001	2.4.1.56
NT5001	2.4.2.1
NT5001	2.4.2.10
NT5001	2.4.2.14
NT5001	2.4.2.15
NT5001	2.4.2.17
NT5001	2.4.2.18
NT5001	2.4.2.19
NT5001	2.4.2.4
NT5001	2.4.2.8
NT5001	2.4.2.9
NT5001	2.4.99.12
NT5001	2.4.99.13
NT5001	2.5.1
NT5001	2.5.1.1
NT5001	2.5.1.10
NT5001	2.5.1.15
NT5001	2.5.1.16
NT5001	2.5.1.19
NT5001	2.5.1.3
NT5001	2.5.1.48
NT5001	2.5.1.49
NT5001	2.5.1.54
NT5001	2.5.1.55
NT5001	2.5.1.56
NT5001	2.5.1.6
NT5001	2.5.1.65
NT5001	2.5.1.7
NT5001	2.5.1.72
NT5001	2.5.1.74
NT5001	2.5.1.78
NT5001	2.5.1.9
NT5001	2.5.1.90
NT5001	2.6.1.-
NT5001	2.6.1.1
NT5001	2.6.1.11
NT5001	2.6.1.13
NT5001	2.6.1.16
NT5001	2.6.1.17
NT5001	2.6.1.2
NT5001	2.6.1.3
NT5001	2.6.1.42
NT5001	2.6.1.52
NT5001	2.6.1.6
NT5001	2.6.1.67
NT5001	2.6.1.83
NT5001	2.6.1.85
NT5001	2.6.1.9
NT5001	2.7.1
