rowname model jaccard
NT5025 NT5046 0.47304347826086957
NT5025 NT5048 0.4336283185840708
NT5025 NT5049 0.43349753694581283
NT5025 NT5051 0.4808013355592654
NT5025 NT5052 0.46349745331069614
NT5025 NT5068 0.45000000000000007
NT5025 NT5072 0.4666666666666667
NT5025 NT5074 0.43657331136738053
NT5025 NT5075 0.4600355239786856
NT5025 NT5076 0.44425675675675674
NT5025 NT5077 0.494475138121547
NT5025 YK0001 0.48747913188647746
NT5025 YK0002 0.5075630252100841
NT5026 NT5001 0.3449319213313162
NT5026 NT5002 0.3448795180722891
NT5026 NT5003 0.34323922734026746
NT5026 NT5004 0.3068862275449102
NT5026 NT5005 0.3422291993720565
NT5026 NT5006 0.3573667711598746
NT5026 NT5007 0.5571205007824727
NT5026 NT5008 0.3191823899371069
NT5026 NT5009 0.31211180124223603
NT5026 NT5011 0.2645161290322581
NT5026 NT5013 0.34400000000000003
NT5026 NT5014 0.45608628659476114
NT5026 NT5019 0.3662613981762918
NT5026 NT5020 0.4432515337423312
NT5026 NT5021 0.37846153846153846
NT5026 NT5022 0.43709677419354837
NT5026 NT5023 0.3275316455696203
NT5026 NT5024 0.3768996960486322
NT5026 NT5025 0.4667697063369397
NT5026 NT5026 0
NT5026 NT5032 0.3909090909090909
NT5026 NT5037 0.21958925750394948
NT5026 NT5038 0.41889763779527556
NT5026 NT5040 0.3661290322580645
NT5026 NT5042 0.40372670807453415
NT5026 NT5044 0.4492753623188406
NT5026 NT5045 0.3743922204213938
NT5026 NT5046 0.29449838187702265
NT5026 NT5048 0.28038897893030795
NT5026 NT5049 0.3209509658246657
NT5026 NT5051 0.3292307692307692
NT5026 NT5052 0.3571428571428571
NT5026 NT5068 0.2963549920760697
NT5026 NT5072 0.44582043343653255
NT5026 NT5074 0.3208955223880597
NT5026 NT5075 0.3122977346278317
NT5026 NT5076 0.2587301587301587
NT5026 NT5077 0.3074866310160428
NT5026 YK0001 0.3328197226502311
NT5026 YK0002 0.34009360374414976
NT5032 NT5001 0.4267515923566879
NT5032 NT5002 0.4213036565977742
NT5032 NT5003 0.4085173501577287
NT5032 NT5004 0.3984375
NT5032 NT5005 0.3816013628620102
NT5032 NT5006 0.35888501742160284
NT5032 NT5007 0.4719101123595506
NT5032 NT5008 0.3760539629005059
NT5032 NT5009 0.36500000000000005
NT5032 NT5011 0.38870431893687707
NT5032 NT5013 0.4092465753424658
NT5032 NT5014 0.4471403812824956
NT5032 NT5019 0.4114754098360656
NT5032 NT5020 0.41083916083916083
NT5032 NT5021 0.45098039215686275
NT5032 NT5022 0.493891797556719
NT5032 NT5023 0.41235392320534225
NT5032 NT5024 0.3831932773109244
NT5032 NT5025 0.40360360360360364
NT5032 NT5026 0.3909090909090909
NT5032 NT5032 0
NT5032 NT5037 0.3505654281098546
NT5032 NT5038 0.4328097731239092
NT5032 NT5040 0.4335060449050086
NT5032 NT5042 0.4372881355932204
NT5032 NT5044 0.5043630017452008
NT5032 NT5045 0.44000000000000006
NT5032 NT5046 0.37392795883361923
NT5032 NT5048 0.3730834752981261
NT5032 NT5049 0.3924646781789639
NT5032 NT5051 0.4419713831478537
NT5032 NT5052 0.419773095623987
NT5032 NT5068 0.3741610738255034
NT5032 NT5072 0.421792618629174
NT5032 NT5074 0.4053208137715181
NT5032 NT5075 0.41989881956155145
NT5032 NT5076 0.34003350083752093
NT5032 NT5077 0.39335180055401664
NT5032 YK0001 0.37873754152823924
NT5032 YK0002 0.4243421052631579
NT5037 NT5001 0.35725429017160687
NT5037 NT5002 0.33647798742138363
NT5037 NT5003 0.33746130030959753
NT5037 NT5004 0.30482115085536554
NT5037 NT5005 0.29411764705882354
NT5037 NT5006 0.2932203389830509
NT5037 NT5007 0.5341098169717138
NT5037 NT5008 0.29235880398671094
NT5037 NT5009 0.2824302134646962
NT5037 NT5011 0.22773972602739728
NT5037 NT5013 0.2950257289879931
NT5037 NT5014 0.4399350649350649
NT5037 NT5019 0.3508771929824561
NT5037 NT5020 0.4239482200647249
NT5037 NT5021 0.3766025641025641
NT5037 NT5022 0.4027538726333907
NT5037 NT5023 0.2981574539363484
NT5037 NT5024 0.3620414673046252
NT5037 NT5025 0.4611650485436894
NT5037 NT5026 0.21958925750394948
NT5037 NT5032 0.3505654281098546
NT5037 NT5037 0
NT5037 NT5038 0.3896321070234114
NT5037 NT5040 0.33561643835616434
NT5037 NT5042 0.40032414910858993
NT5037 NT5044 0.41852487135506006
NT5037 NT5045 0.34707903780068733
NT5037 NT5046 0.244367417677643
NT5037 NT5048 0.22608695652173913
NT5037 NT5049 0.3142414860681114
NT5037 NT5051 0.3386327503974563
NT5037 NT5052 0.3306581059390048
NT5037 NT5068 0.2909090909090909
NT5037 NT5072 0.40826446280991735
NT5037 NT5074 0.30359937402190923
NT5037 NT5075 0.27835051546391754
NT5037 NT5076 0.19795221843003413
NT5037 NT5077 0.34459459459459457
NT5037 YK0001 0.3182552504038772
NT5037 YK0002 0.3526570048309179
NT5038 NT5001 0.45771144278606957
NT5038 NT5002 0.45198675496688745
NT5038 NT5003 0.4176372712146423
NT5038 NT5004 0.4250814332247558
NT5038 NT5005 0.39568345323741005
NT5038 NT5006 0.34766355140186916
NT5038 NT5007 0.44353182751540043
NT5038 NT5008 0.3925399644760213
NT5038 NT5009 0.35472370766488415
NT5038 NT5011 0.3567567567567568
NT5038 NT5013 0.3503787878787879
NT5038 NT5014 0.47358834244080145
NT5038 NT5019 0.44273504273504266
NT5038 NT5020 0.4527272727272727
NT5038 NT5021 0.3963963963963964
NT5038 NT5022 0.4059405940594059
NT5038 NT5023 0.390990990990991
NT5038 NT5024 0.39145907473309605
NT5038 NT5025 0.4945454545454545
NT5038 NT5026 0.41889763779527556
NT5038 NT5032 0.4328097731239092
NT5038 NT5037 0.3896321070234114
NT5038 NT5038 0
NT5038 NT5040 0.3735632183908046
NT5038 NT5042 0.3759398496240602
NT5038 NT5044 0.4146825396825397
NT5038 NT5045 0.34842519685039375
NT5038 NT5046 0.37591240875912413
NT5038 NT5048 0.3419593345656192
NT5038 NT5049 0.4215686274509804
NT5038 NT5051 0.4504201680672269
NT5038 NT5052 0.4351535836177475
NT5038 NT5068 0.37030411449016104
NT5038 NT5072 0.22033898305084745
NT5038 NT5074 0.43485342019543977
NT5038 NT5075 0.3600746268656716
NT5038 NT5076 0.3913793103448276
NT5038 NT5077 0.4715672676837725
NT5038 YK0001 0.3125
NT5038 YK0002 0.34558823529411764
NT5040 NT5001 0.41116751269035534
NT5040 NT5002 0.3807890222984563
NT5040 NT5003 0.3865546218487395
NT5040 NT5004 0.3894389438943894
NT5040 NT5005 0.38240574506283664
NT5040 NT5006 0.36446886446886445
NT5040 NT5007 0.5445920303605313
NT5040 NT5008 0.3381818181818182
NT5040 NT5009 0.33868092691622104
NT5040 NT5011 0.3131868131868132
NT5040 NT5013 0.33017077798861477
NT5040 NT5014 0.46279491833030856
NT5040 NT5019 0.37742504409171074
NT5040 NT5020 0.4615384615384615
NT5040 NT5021 0.3713768115942029
NT5040 NT5022 0.41015625000000006
NT5040 NT5023 0.39501779359430605
NT5040 NT5024 0.38977072310405647
NT5040 NT5025 0.4726277372262774
NT5040 NT5026 0.3661290322580645
NT5040 NT5032 0.4335060449050086
NT5040 NT5037 0.33561643835616434
NT5040 NT5038 0.3735632183908046
NT5040 NT5040 0
NT5040 NT5042 0.4603174603174603
NT5040 NT5044 0.443159922928709
NT5040 NT5045 0.22964509394572025
NT5040 NT5046 0.3005671077504726
NT5040 NT5048 0.3097014925373134
NT5040 NT5049 0.3803986710963455
NT5040 NT5051 0.38927335640138405
NT5040 NT5052 0.4061962134251291
NT5040 NT5068 0.3571428571428571
NT5040 NT5072 0.44220183486238535
NT5040 NT5074 0.3806343906510851
NT5040 NT5075 0.31178707224334595
NT5040 NT5076 0.3238434163701068
NT5040 NT5077 0.4569444444444445
NT5040 YK0001 0.4072164948453609
NT5040 YK0002 0.4246100519930676
NT5042 NT5001 0.4462540716612378
NT5042 NT5002 0.45571658615136873
NT5042 NT5003 0.44000000000000006
NT5042 NT5004 0.4393700787401575
NT5042 NT5005 0.4500846023688664
NT5042 NT5006 0.3900709219858156
NT5042 NT5007 0.47265625000000006
NT5042 NT5008 0.4412751677852349
NT5042 NT5009 0.4398682042833608
NT5042 NT5011 0.42424242424242425
NT5042 NT5013 0.43257443082311736
NT5042 NT5014 0.47433628318584076
NT5042 NT5019 0.48460291734197725
NT5042 NT5020 0.4649122807017544
NT5042 NT5021 0.4638655462184874
NT5042 NT5022 0.4328922495274102
NT5042 NT5023 0.42710120068610635
NT5042 NT5024 0.4736842105263158
NT5042 NT5025 0.5104895104895105
NT5042 NT5026 0.40372670807453415
NT5042 NT5032 0.4372881355932204
NT5042 NT5037 0.40032414910858993
NT5042 NT5038 0.3759398496240602
NT5042 NT5040 0.4603174603174603
NT5042 NT5042 0
NT5042 NT5044 0.435361216730038
NT5042 NT5045 0.44784172661870497
NT5042 NT5046 0.42685025817555944
NT5042 NT5048 0.4038128249566724
NT5042 NT5049 0.4433962264150943
NT5042 NT5051 0.44407894736842113
NT5042 NT5052 0.44205298013245037
NT5042 NT5068 0.42060810810810806
NT5042 NT5072 0.369811320754717
NT5042 NT5074 0.44391785150078983
NT5042 NT5075 0.4564102564102564
NT5042 NT5076 0.4311475409836066
NT5042 NT5077 0.4721845318860244
NT5042 YK0001 0.3473684210526316
NT5042 YK0002 0.32
NT5044 NT5001 0.4348591549295775
NT5044 NT5002 0.41207815275310833
NT5044 NT5003 0.4550084889643463
NT5044 NT5004 0.4305084745762712
NT5044 NT5005 0.4527272727272727
NT5044 NT5006 0.40943396226415096
NT5044 NT5007 0.515527950310559
NT5044 NT5008 0.437613019891501
NT5044 NT5009 0.4660869565217392
NT5044 NT5011 0.4446428571428572
NT5044 NT5013 0.44859813084112143
NT5044 NT5014 0.45542635658914726
NT5044 NT5019 0.4491978609625668
NT5044 NT5020 0.4831460674157304
NT5044 NT5021 0.4277777777777778
NT5044 NT5022 0.18095238095238095
NT5044 NT5023 0.30278884462151395
NT5044 NT5024 0.4365942028985507
NT5044 NT5025 0.5452865064695009
NT5044 NT5026 0.4492753623188406
NT5044 NT5032 0.5043630017452008
NT5044 NT5037 0.41852487135506006
NT5044 NT5038 0.4146825396825397
NT5044 NT5040 0.443159922928709
NT5044 NT5042 0.435361216730038
NT5044 NT5044 0
NT5044 NT5045 0.42603550295857984
NT5044 NT5046 0.4189944134078212
NT5044 NT5048 0.4264705882352941
NT5044 NT5049 0.4557595993322203
NT5044 NT5051 0.42114695340501795
NT5044 NT5052 0.42446043165467623
NT5044 NT5068 0.42391304347826086
NT5044 NT5072 0.4455252918287938
NT5044 NT5074 0.4615384615384615
NT5044 NT5075 0.4538745387453874
NT5044 NT5076 0.4378283712784588
NT5044 NT5077 0.501412429378531
NT5044 YK0001 0.39377289377289376
NT5044 YK0002 0.39439252336448605
NT5045 NT5001 0.4307432432432433
NT5045 NT5002 0.4196277495769882
NT5045 NT5003 0.3870967741935484
NT5045 NT5004 0.4059405940594059
NT5045 NT5005 0.35
NT5045 NT5006 0.3587360594795539
NT5045 NT5007 0.5329457364341086
NT5045 NT5008 0.3443223443223443
NT5045 NT5009 0.33574007220216606
NT5045 NT5011 0.3253676470588235
NT5045 NT5013 0.3106796116504854
NT5045 NT5014 0.45571955719557194
NT5045 NT5019 0.375
NT5045 NT5020 0.45173041894353366
NT5045 NT5021 0.3627992633517495
NT5045 NT5022 0.392
NT5045 NT5023 0.38698010849909587
NT5045 NT5024 0.3903743315508022
NT5045 NT5025 0.4797794117647059
NT5045 NT5026 0.3743922204213938
NT5045 NT5032 0.44000000000000006
NT5045 NT5037 0.34707903780068733
NT5045 NT5038 0.34842519685039375
NT5045 NT5040 0.22964509394572025
NT5045 NT5042 0.44784172661870497
NT5045 NT5044 0.42603550295857984
NT5045 NT5045 0
NT5045 NT5046 0.30666666666666664
NT5045 NT5048 0.3252336448598131
NT5045 NT5049 0.402317880794702
NT5045 NT5051 0.41206896551724137
NT5045 NT5052 0.40139616055846417
NT5045 NT5068 0.3302752293577982
NT5045 NT5072 0.40494296577946776
NT5045 NT5074 0.4026622296173045
NT5045 NT5075 0.28180039138943247
NT5045 NT5076 0.3176895306859206
NT5045 NT5077 0.47928176795580113
NT5045 YK0001 0.3968531468531469
NT5045 YK0002 0.4200351493848858
NT5046 NT5001 0.3639398998330551
NT5046 NT5002 0.38788870703764317
NT5046 NT5003 0.3854838709677419
NT5046 NT5004 0.36757624398073835
NT5046 NT5005 0.24253731343283583
NT5046 NT5006 0.279926335174954
NT5046 NT5007 0.5201465201465202
NT5046 NT5008 0.26047358834244083
NT5046 NT5009 0.2839506172839506
NT5046 NT5011 0.2572463768115942
NT5046 NT5013 0.32849364791288566
NT5046 NT5014 0.4610051993067591
NT5046 NT5019 0.3656462585034014
NT5046 NT5020 0.44655172413793104
NT5046 NT5021 0.3876500857632933
NT5046 NT5022 0.41959334565619216
NT5046 NT5023 0.3513986013986014
NT5046 NT5024 0.39123102866779086
NT5046 NT5025 0.47304347826086957
NT5046 NT5026 0.29449838187702265
NT5046 NT5032 0.37392795883361923
NT5046 NT5037 0.244367417677643
NT5046 NT5038 0.37591240875912413
NT5046 NT5040 0.3005671077504726
NT5046 NT5042 0.42685025817555944
NT5046 NT5044 0.4189944134078212
NT5046 NT5045 0.30666666666666664
NT5046 NT5046 0
NT5046 NT5048 0.23649906890130357
NT5046 NT5049 0.3559870550161812
NT5046 NT5051 0.35532994923857864
NT5046 NT5052 0.37478991596638656
NT5046 NT5068 0.328695652173913
NT5046 NT5072 0.3935018050541516
NT5046 NT5074 0.35609756097560974
NT5046 NT5075 0.25375939849624063
NT5046 NT5076 0.26017699115044246
NT5046 NT5077 0.4066390041493776
NT5046 YK0001 0.362098138747885
NT5046 YK0002 0.38983050847457623
NT5048 NT5001 0.3685950413223141
NT5048 NT5002 0.36303630363036304
NT5048 NT5003 0.38202247191011235
NT5048 NT5004 0.35104669887278583
NT5048 NT5005 0.2776769509981851
NT5048 NT5006 0.3226381461675579
NT5048 NT5007 0.5073260073260073
NT5048 NT5008 0.3269565217391304
NT5048 NT5009 0.24372759856630827
NT5048 NT5011 0.21217712177121772
NT5048 NT5013 0.2589118198874296
NT5048 NT5014 0.41312056737588654
NT5048 NT5019 0.3785594639865996
NT5048 NT5020 0.41535776614310643
NT5048 NT5021 0.3587521663778163
NT5048 NT5022 0.4007421150278293
NT5048 NT5023 0.3420593368237347
NT5048 NT5024 0.3711864406779661
NT5048 NT5025 0.4336283185840708
NT5048 NT5026 0.28038897893030795
NT5048 NT5032 0.3730834752981261
NT5048 NT5037 0.22608695652173913
NT5048 NT5038 0.3419593345656192
NT5048 NT5040 0.3097014925373134
NT5048 NT5042 0.4038128249566724
NT5048 NT5044 0.4264705882352941
NT5048 NT5045 0.3252336448598131
NT5048 NT5046 0.23649906890130357
NT5048 NT5048 0
NT5048 NT5049 0.3446601941747573
NT5048 NT5051 0.362876254180602
NT5048 NT5052 0.36302521008403366
NT5048 NT5068 0.2867256637168141
NT5048 NT5072 0.3895870736086176
NT5048 NT5074 0.3366013071895425
NT5048 NT5075 0.2634508348794063
NT5048 NT5076 0.2446808510638298
NT5048 NT5077 0.3969571230982019
NT5048 YK0001 0.3474576271186441
NT5048 YK0002 0.3556701030927835
NT5049 NT5001 0.12099644128113878
NT5049 NT5002 0.18632478632478633
NT5049 NT5003 0.14310344827586208
NT5049 NT5004 0.14431239388794567
NT5049 NT5005 0.34471544715447155
NT5049 NT5006 0.3222591362126246
NT5049 NT5007 0.5460526315789473
NT5049 NT5008 0.3397745571658615
NT5049 NT5009 0.31350482315112543
NT5049 NT5011 0.3094462540716612
NT5049 NT5013 0.357495881383855
NT5049 NT5014 0.35213675213675216
NT5049 NT5019 0.21206896551724136
NT5049 NT5020 0.2799295774647887
NT5049 NT5021 0.3122923588039867
NT5049 NT5022 0.46115702479338844
NT5049 NT5023 0.3511326860841424
NT5049 NT5024 0.3440514469453376
NT5049 NT5025 0.43349753694581283
NT5049 NT5026 0.3209509658246657
NT5049 NT5032 0.3924646781789639
NT5049 NT5037 0.3142414860681114
NT5049 NT5038 0.4215686274509804
NT5049 NT5040 0.3803986710963455
NT5049 NT5042 0.4433962264150943
NT5049 NT5044 0.4557595993322203
NT5049 NT5045 0.402317880794702
NT5049 NT5046 0.3559870550161812
NT5049 NT5048 0.3446601941747573
NT5049 NT5049 0
NT5049 NT5051 0.16783216783216784
NT5049 NT5052 0.1797556719022688
NT5049 NT5068 0.3669291338582677
NT5049 NT5072 0.4292682926829268
NT5049 NT5074 0.14188034188034188
NT5049 NT5075 0.3443163097199341
NT5049 NT5076 0.31100478468899523
NT5049 NT5077 0.3382949932341001
NT5049 YK0001 0.3349282296650718
NT5049 YK0002 0.3943661971830986
NT5051 NT5001 0.10841121495327104
NT5051 NT5002 0.14416058394160586
NT5051 NT5003 0.21280276816608998
NT5051 NT5004 0.17565217391304347
NT5051 NT5005 0.34634974533106955
NT5051 NT5006 0.3682432432432432
NT5051 NT5007 0.5263157894736842
NT5051 NT5008 0.36318407960199006
NT5051 NT5009 0.36585365853658536
NT5051 NT5011 0.33779264214046817
NT5051 NT5013 0.37649063032367974
NT5051 NT5014 0.33333333333333337
NT5051 NT5019 0.24247787610619473
NT5051 NT5020 0.31283905967450265
NT5051 NT5021 0.31542461005199307
NT5051 NT5022 0.42451154529307283
NT5051 NT5023 0.38308457711442784
NT5051 NT5024 0.3702479338842975
NT5051 NT5025 0.4808013355592654
NT5051 NT5026 0.3292307692307692
NT5051 NT5032 0.4419713831478537
NT5051 NT5037 0.3386327503974563
NT5051 NT5038 0.4504201680672269
NT5051 NT5040 0.38927335640138405
NT5051 NT5042 0.44407894736842113
NT5051 NT5044 0.42114695340501795
NT5051 NT5045 0.41206896551724137
NT5051 NT5046 0.35532994923857864
NT5051 NT5048 0.362876254180602
NT5051 NT5049 0.16783216783216784
NT5051 NT5051 0
NT5051 NT5052 0.111531190926276
NT5051 NT5068 0.3905996758508914
NT5051 NT5072 0.46843853820598014
NT5051 NT5074 0.18292682926829268
NT5051 NT5075 0.3684210526315789
NT5051 NT5076 0.3415032679738562
NT5051 NT5077 0.38251366120218583
NT5051 YK0001 0.36867862969004894
NT5051 YK0002 0.3927986906710311
NT5052 NT5001 0.13172541743970315
NT5052 NT5002 0.13284132841328414
NT5052 NT5003 0.19014084507042253
NT5052 NT5004 0.19999999999999998
NT5052 NT5005 0.3435897435897436
NT5052 NT5006 0.36006825938566556
NT5052 NT5007 0.5247349823321554
NT5052 NT5008 0.38220757825370677
NT5052 NT5009 0.36333878887070375
NT5052 NT5011 0.3322091062394603
NT5052 NT5013 0.35986159169550175
NT5052 NT5014 0.30241187384044527
NT5052 NT5019 0.26970227670753066
NT5052 NT5020 0.2878228782287823
NT5052 NT5021 0.3094405594405594
NT5052 NT5022 0.41651705565529623
NT5052 NT5023 0.36974789915966383
NT5052 NT5024 0.3595317725752508
NT5052 NT5025 0.46349745331069614
NT5052 NT5026 0.3571428571428571
NT5052 NT5032 0.419773095623987
NT5052 NT5037 0.3306581059390048
NT5052 NT5038 0.4351535836177475
NT5052 NT5040 0.4061962134251291
NT5052 NT5042 0.44205298013245037
NT5052 NT5044 0.42446043165467623
NT5052 NT5045 0.40139616055846417
NT5052 NT5046 0.37478991596638656
NT5052 NT5048 0.36302521008403366
NT5052 NT5049 0.1797556719022688
NT5052 NT5051 0.111531190926276
NT5052 NT5052 0
NT5052 NT5068 0.39349593495934965
NT5052 NT5072 0.45622895622895626
NT5052 NT5074 0.19791666666666669
NT5052 NT5075 0.3488773747841105
NT5052 NT5076 0.33333333333333337
NT5052 NT5077 0.3980978260869565
NT5052 YK0001 0.37152209492635024
NT5052 YK0002 0.38512396694214873
NT5068 NT5001 0.39840000000000003
NT5068 NT5002 0.4031746031746032
NT5068 NT5003 0.405616224648986
NT5068 NT5004 0.37558685446009393
NT5068 NT5005 0.3622448979591837
NT5068 NT5006 0.35910652920962194
NT5068 NT5007 0.5249110320284698
NT5068 NT5008 0.30849220103986136
NT5068 NT5009 0.3066439522998296
NT5068 NT5011 0.30224525043177897
NT5068 NT5013 0.3148479427549195
NT5068 NT5014 0.4300518134715025
NT5068 NT5019 0.3980424143556281
NT5068 NT5020 0.44256756756756754
NT5068 NT5021 0.38215488215488214
NT5068 NT5022 0.4187725631768953
NT5068 NT5023 0.35213675213675216
NT5068 NT5024 0.3558178752107926
NT5068 NT5025 0.45000000000000007
NT5068 NT5026 0.2963549920760697
NT5068 NT5032 0.3741610738255034
NT5068 NT5037 0.2909090909090909
NT5068 NT5038 0.37030411449016104
NT5068 NT5040 0.3571428571428571
NT5068 NT5042 0.42060810810810806
NT5068 NT5044 0.42391304347826086
NT5068 NT5045 0.3302752293577982
NT5068 NT5046 0.328695652173913
NT5068 NT5048 0.2867256637168141
NT5068 NT5049 0.3669291338582677
NT5068 NT5051 0.3905996758508914
NT5068 NT5052 0.39349593495934965
NT5068 NT5068 0
NT5068 NT5072 0.3989455184534271
NT5068 NT5074 0.3824451410658307
NT5068 NT5075 0.33916083916083917
NT5068 NT5076 0.28668941979522183
NT5068 NT5077 0.3909465020576131
NT5068 YK0001 0.36258278145695366
NT5068 YK0002 0.35423728813559324
NT5072 NT5001 0.4779050736497545
NT5072 NT5002 0.4672131147540984
NT5072 NT5003 0.4332784184514003
NT5072 NT5004 0.4403225806451613
NT5072 NT5005 0.38112522686025413
NT5072 NT5006 0.359925788497217
NT5072 NT5007 0.4306418219461698
NT5072 NT5008 0.4038800705467372
NT5072 NT5009 0.4195205479452055
NT5072 NT5011 0.42214532871972316
NT5072 NT5013 0.40476190476190477
NT5072 NT5014 0.4595588235294118
NT5072 NT5019 0.4765886287625419
NT5072 NT5020 0.4356617647058824
NT5072 NT5021 0.46020761245674746
NT5072 NT5022 0.44594594594594594
NT5072 NT5023 0.4194690265486726
NT5072 NT5024 0.44406196213425125
NT5072 NT5025 0.4666666666666667
NT5072 NT5026 0.44582043343653255
NT5072 NT5032 0.421792618629174
NT5072 NT5037 0.40826446280991735
NT5072 NT5038 0.22033898305084745
NT5072 NT5040 0.44220183486238535
NT5072 NT5042 0.369811320754717
NT5072 NT5044 0.4455252918287938
NT5072 NT5045 0.40494296577946776
NT5072 NT5046 0.3935018050541516
NT5072 NT5048 0.3895870736086176
NT5072 NT5049 0.4292682926829268
NT5072 NT5051 0.46843853820598014
NT5072 NT5052 0.45622895622895626
NT5072 NT5068 0.3989455184534271
NT5072 NT5072 0
NT5072 NT5074 0.4574638844301766
NT5072 NT5075 0.4303571428571429
NT5072 NT5076 0.41595925297113756
NT5072 NT5077 0.4986376021798365
NT5072 YK0001 0.3278688524590164
NT5072 YK0002 0.37837837837837834
NT5074 NT5001 0.16579406631762653
NT5074 NT5002 0.21621621621621626
NT5074 NT5003 0.19831932773109245
NT5074 NT5004 0.1683501683501684
NT5074 NT5005 0.35284552845528455
NT5074 NT5006 0.325
NT5074 NT5007 0.5495049504950494
NT5074 NT5008 0.3371150729335494
NT5074 NT5009 0.3375796178343949
NT5074 NT5011 0.32576985413290116
NT5074 NT5013 0.3466666666666667
NT5074 NT5014 0.34939759036144574
NT5074 NT5019 0.25084745762711863
NT5074 NT5020 0.3095652173913043
NT5074 NT5021 0.2806122448979592
NT5074 NT5022 0.451505016722408
NT5074 NT5023 0.3404255319148936
NT5074 NT5024 0.3360389610389611
NT5074 NT5025 0.43657331136738053
NT5074 NT5026 0.3208955223880597
NT5074 NT5032 0.4053208137715181
NT5074 NT5037 0.30359937402190923
NT5074 NT5038 0.43485342019543977
NT5074 NT5040 0.3806343906510851
NT5074 NT5042 0.44391785150078983
NT5074 NT5044 0.4615384615384615
NT5074 NT5045 0.4026622296173045
NT5074 NT5046 0.35609756097560974
NT5074 NT5048 0.3366013071895425
NT5074 NT5049 0.14188034188034188
NT5074 NT5051 0.18292682926829268
NT5074 NT5052 0.19791666666666669
NT5074 NT5068 0.3824451410658307
NT5074 NT5072 0.4574638844301766
NT5074 NT5074 0
NT5074 NT5075 0.3525535420098847
NT5074 NT5076 0.3
NT5074 NT5077 0.35838926174496644
NT5074 YK0001 0.3322632423756019
NT5074 YK0002 0.4021909233176839
NT5075 NT5001 0.37688442211055273
NT5075 NT5002 0.3602693602693603
NT5075 NT5003 0.3690280065897858
NT5075 NT5004 0.3615635179153094
NT5075 NT5005 0.2695167286245353
NT5075 NT5006 0.31569343065693434
NT5075 NT5007 0.5429616087751371
NT5075 NT5008 0.3409490333919157
NT5075 NT5009 0.2540834845735027
NT5075 NT5011 0.22905027932960892
NT5075 NT5013 0.2765151515151515
NT5075 NT5014 0.44778761061946903
NT5075 NT5019 0.34782608695652173
NT5075 NT5020 0.40787119856887294
NT5075 NT5021 0.36155202821869487
NT5075 NT5022 0.437037037037037
NT5075 NT5023 0.3591549295774648
NT5075 NT5024 0.3962585034013606
NT5075 NT5025 0.4600355239786856
NT5075 NT5026 0.3122977346278317
NT5075 NT5032 0.41989881956155145
NT5075 NT5037 0.27835051546391754
NT5075 NT5038 0.3600746268656716
NT5075 NT5040 0.31178707224334595
NT5075 NT5042 0.4564102564102564
NT5075 NT5044 0.4538745387453874
NT5075 NT5045 0.28180039138943247
NT5075 NT5046 0.25375939849624063
NT5075 NT5048 0.2634508348794063
NT5075 NT5049 0.3443163097199341
NT5075 NT5051 0.3684210526315789
NT5075 NT5052 0.3488773747841105
NT5075 NT5068 0.33916083916083917
NT5075 NT5072 0.4303571428571429
NT5075 NT5074 0.3525535420098847
NT5075 NT5075 0
NT5075 NT5076 0.2826855123674912
NT5075 NT5077 0.4196675900277008
NT5075 YK0001 0.3752122241086588
NT5075 YK0002 0.39761092150170646
NT5076 NT5001 0.3526570048309179
NT5076 NT5002 0.3365695792880259
NT5076 NT5003 0.33226837060702874
NT5076 NT5004 0.30399999999999994
NT5076 NT5005 0.3017241379310345
NT5076 NT5006 0.27689594356261027
NT5076 NT5007 0.5174216027874564
NT5076 NT5008 0.2852233676975945
NT5076 NT5009 0.2452504317789292
NT5076 NT5011 0.25823223570190645
NT5076 NT5013 0.2724014336917563
NT5076 NT5014 0.4326599326599327
NT5076 NT5019 0.32387312186978295
NT5076 NT5020 0.41077441077441074
NT5076 NT5021 0.3616666666666667
NT5076 NT5022 0.42456140350877186
NT5076 NT5023 0.2970639032815199
NT5076 NT5024 0.36288998357963875
NT5076 NT5025 0.44425675675675674
NT5076 NT5026 0.2587301587301587
NT5076 NT5032 0.34003350083752093
NT5076 NT5037 0.19795221843003413
NT5076 NT5038 0.3913793103448276
NT5076 NT5040 0.3238434163701068
NT5076 NT5042 0.4311475409836066
NT5076 NT5044 0.4378283712784588
NT5076 NT5045 0.3176895306859206
NT5076 NT5046 0.26017699115044246
NT5076 NT5048 0.2446808510638298
NT5076 NT5049 0.31100478468899523
NT5076 NT5051 0.3415032679738562
NT5076 NT5052 0.33333333333333337
NT5076 NT5068 0.28668941979522183
NT5076 NT5072 0.41595925297113756
NT5076 NT5074 0.3
NT5076 NT5075 0.2826855123674912
NT5076 NT5076 0
NT5076 NT5077 0.3562585969738652
NT5076 YK0001 0.32615894039735094
NT5076 YK0002 0.3747954173486089
NT5077 NT5001 0.3804347826086956
NT5077 NT5002 0.3736413043478261
NT5077 NT5003 0.3630229419703104
NT5077 NT5004 0.3324287652645862
NT5077 NT5005 0.4126547455295736
NT5077 NT5006 0.4279835390946502
NT5077 NT5007 0.5714285714285715
NT5077 NT5008 0.38812154696132595
NT5077 NT5009 0.3789329685362517
NT5077 NT5011 0.3784530386740331
NT5077 NT5013 0.4393939393939394
NT5077 NT5014 0.4972677595628415
NT5077 NT5019 0.37983425414364635
